Link,Title,Location,Salary,Summary
https://kr.indeed.com//rc/clk?jk=2485e93043545d8a&fccid=617504e506359426&vjs=3,인간중심 지능형 시스템 연구실 위촉연구원,광주 북구,,"및 인간 대상 연구 수행) 공학 학사학위 이상 C#기반 SW개발 가능자 우대사항 ① 이외 개발언어 (
Python, C++, JAVA, MFC, QT 등) 기반 SW(앱/웹 포함) 개발 가능자 ② 인간대상연구 경험자..."
https://kr.indeed.com//rc/clk?jk=7df915e1f0f86b2d&fccid=e34932b8232a173b&vjs=3,Software Architecture 설계 엔지니어,성남 분당구,"연봉 40,000,000원 - 100,000,000원","경험 - Windows/Linux 상에서 C++/
Python 언어 사용 개발 경험 - C++ / 
Python 언어 사용 개발 경험 - 객체지향 설계에... 게임>빅데이터·AI(인공지능)>
Python|인터넷·IT·통신·모바일·게임..."
https://kr.indeed.com//rc/clk?jk=23181b6977eeccbe&fccid=c59ef9b756f9ad5c&vjs=3,"딥러닝 솔루션 개발자 (이미지, 자연어, 시계열 데이터)",성남 분당구,,"모바일·게임>빅데이터·AI(인공지능)>인공지능(AI)|인터넷·IT·통신·모바일·게임>빅데이터·AI(인공지능)>
Python|인터넷·IT·통신·모바일·게임>빅데이터·AI(인공지능)>머신러닝|인터넷·IT·통신·모바일·게임>빅데이터..."
https://kr.indeed.com//rc/clk?jk=2c1f4ddcfe63bbd0&fccid=6a7f2fa034a3fd36&vjs=3,Software Engineer - Embedded,경기도 성남,,"C (must have) and C++(optional), lua(optional), 
python(optional) and Object Oriented Programming. Deep knowledge..."
https://kr.indeed.com//rc/clk?jk=1a73f02266bc4165&fccid=dd616958bd9ddc12&vjs=3,제휴 마케팅 자동화(RPA) 시키는 LINK X PARTNERS 같이 할 분,서울 중구,"월급 2,200,000원","직무내용] 다음과 같은 업무를 진행합니다. - 
Python 기반 WEB 프로그램 개발- 연동 형 커뮤니티 프로젝트에 투입- 기타 RPA 기술 기반 기능 구현* 네이버 출신 CTO의 보조로 업무를 배우면서 진행 가능합니다..."
https://kr.indeed.com//rc/clk?jk=ded8bcea22397699&fccid=0bed8e17bc113980&vjs=3,[Janssen] Data Scientist,서울,,"Expertise in one or more programming languages... R, 
Python or SAS. • Knowledge of relational database architecture..."
https://kr.indeed.com//rc/clk?jk=073e1e39bdc58899&fccid=916ec0b265875239&vjs=3,대체투자팀(AI) 대리~부장급,대한민국,,"Quants. - Proficiency with programming language; VBA, 
Python and etc. - Patriots/Veterans' family... advantaged. 4. 면접..."
https://kr.indeed.com//rc/clk?jk=6d6a50ade4777d90&fccid=9702ca14c9a11940&vjs=3,로봇용 카메라 및 컴퓨터비전 SW개발자,서울 서초구,,"Robotics * Mendatory - Strong C/C++ Skills, Good skills on 
Python or simmilar script laguages - Strong understanding..."
https://kr.indeed.com//rc/clk?jk=6dc69836dd17be4f&fccid=3254e385986adc64&vjs=3,주식 관련 데이터 기획자 신입,서울 영등포구,,"인터넷·IT·통신·모바일·게임>빅데이터·AI(인공지능)>
Python|인터넷·IT·통신·모바일·게임>빅데이터·AI(인공지능)>빅데이터|인터넷·IT·통신·모바일·게임>데이터베이스·DBA>MySQL"
https://kr.indeed.com//rc/clk?jk=7dbaa95d22eacd29&fccid=e2652b7e13d4cb4d&vjs=3,"웹개발, 백엔드 외 경력 정규직",울산 남구,"연봉 40,000,000원 - 50,000,000원","경력(4년 이상 ) 학력사항: 대학교(4년)졸업 이상 직무기술: 웹프로그래밍, 응용프로그램개발, JAVA, 
PYTHON 기타: ㆍ다양한 업무를 신속하게 이해하고 도식화 할 수 있는 분 ㆍ고객의 소리를 듣는 귀가 지혜 있는..."
https://kr.indeed.com//rc/clk?jk=b3a6c83c9debcb92&fccid=f85375bceacb7147&vjs=3,네이버 파이낸셜 플랫폼 운영,성남 삼평동,,"Docker(kubernetes) 및 어플리케이션 배포 전략 지식 보유 - Shell script, 
python 및 web framework 등 기타 프로그래밍 언어 활용 가능 - 국가보훈대상자 및 장애인은 법령에 의거..."
https://kr.indeed.com//rc/clk?jk=abbb8df34c660e0a&fccid=d1224297334bfd66&vjs=3,"빅데이터, (AI)인공지능 외 신입/경력 인턴 (정규직전환)",서울 금천구,,"인공지능)>인공지능(AI)|인터넷·IT·통신·모바일·게임>빅데이터·AI(인공지능)>데이터분석|인터넷·IT·통신·모바일·게임>빅데이터·AI(인공지능)>
Python|인터넷·IT·통신·모바일·게임>빅데이터·AI(인공지능)>딥러닝"
https://kr.indeed.com//rc/clk?jk=b86da88c2546f564&fccid=a5b4499d9e91a5c6&vjs=3,"Software Engineer, University Graduate",서울,,"languages, including... limited to: Java, C/C++, 
Python, JavaScript, or Go. Experience working with one or more from..."
https://kr.indeed.com//rc/clk?jk=4b31a4ae3ffd862a&fccid=a6f8ff92db2e34d8&vjs=3,각 부문별 신입/경력사원,서울 중구,,"지능(AI)|전자·기계·기술·화학·연구개발>광학·의료장비>AI의료|인터넷·IT·통신·모바일·게임>웹프로그래머>
Python|인터넷·IT·통신·모바일·게임>네트워크·서버·보안>정보보안|의료·간호·보건·복지>치료·의료기사>보건의료..."
"https://kr.indeed.com//company/%EB%A8%B8%EC%8B%A0%EB%9F%AC%EB%8B%9D-%EA%B8%B0%EC%88%A0%EC%9D%84-%EA%B8%B0%EB%B0%98%EC%9C%BC%EB%A1%9C-%EC%9D%98%EB%A3%8C,-%EA%B8%88%EC%9C%B5,-%EC%9E%90%EB%8F%99%EC%B0%A8,-%ED%97%AC%EC%8A%A4%EC%BC%80%EC%96%B4,-%EA%B5%90%EC%9C%A1-%EB%93%B1-%EB%8B%A4%EC%96%91%ED%95%9C-%EB%B6%84%EC%95%BC%EC%9D%98-AI-%EA%B4%80%EB%A0%A8-%EC%82%AC%EC%97%85%EC%9D%84-%EC%B6%94%EC%A7%84%ED%95%98%EB%8A%94-%EC%9D%B8%EA%B3%B5%EC%A7%80%EB%8A%A5-%EC%A0%84%EB%AC%B8%EA%B8%B0%EC%97%85/jobs/-573e99eaf2c1624b?fccid=a6a2cb60b8f19368&vjs=3",음성인식관련 개발 음성인식 엔진개발 자연어처리 개발,서울 금천구,,"퓨터 공학 전공 또는 관련 분야의 실무 경험 - 최신 논문을 이해하고 개발 및 개선할 수 있는 능력 - 
Python, Java, C/C++ 등 프로그래밍 언어 사용 능력 - 4년제 학사 (전산 및 컴퓨터 공학 계열) - 경력..."
https://kr.indeed.com//rc/clk?jk=c40cc19fea34b701&fccid=dd616958bd9ddc12&vjs=3,System Engineering 유명포털기업,경기도,,"경험 (트러블슈팅, 성능테스트, 벤치마크 등) - 운영에 필요한 도구 개발 역량 (Shell / PHP / 
Python 등 하나 이상의 개발) - 서버 관리 환경 (모니터링, 설정관리, 프로비저닝 등) 구축 경험 ※ 우대사..."
https://kr.indeed.com//rc/clk?jk=56add096e14a7879&fccid=e696d83fde5c0f20&vjs=3,AI 연구 및 개발 직군 모집,서울 구로구,,"위한 엔지니어링 - 서비스 개발을 위한 클라우드/ Rest-API / 웹서비스 구축 등 자격요건 - 
Python에 능숙하고 C/C++ , C#등 언어에 대한 활용능력 - 딥러닝 프레임워크 사용 가능 (Pytorch 혹은..."
https://kr.indeed.com//rc/clk?jk=6aebabcddef7f514&fccid=d1f76f33badbaf8a&vjs=3,Field Application Engineer,경기도 용인,,"troubleshooting. Preferably to have coding capability (Matlab, 
Python...etc... data analysis, visualization, and algorithm..."
https://kr.indeed.com//rc/clk?jk=27dfb612c89e9d20&fccid=53cbebce99ba2c6d&vjs=3,딥러닝 엔지니어,용인 수지구,,"대졸 이상ㆍ경력 : 신입 및 경력ㆍOS 설치 가능자, PC 파워 유저[우대조건]ㆍ딥러닝 관련 교육 수료자ㆍ
Python 사용 가능자 [근무시간 및 형태] 주 5일 근무 (오전) 9시 00분~(오후) 6시 00분 주소정근로시간..."
https://kr.indeed.com//rc/clk?jk=f03820a677487093&fccid=6543bc3c9f59a6be&vjs=3,(사)한국우정기술협회 시스템 개발기획·설계 경력직,서울 중구,"월급 4,400,000원","서비스 개발기획 경험자ㆍ요구사항정의, 품질, 형상관리 등의 수행 가능자ㆍ
Python, SQL, HTML 등에 대한 이해 또는 사용 경험ㆍ기획, 디자인... 통신·모바일·게임>웹프로그래머>
Python|인터넷·IT·통신·모바일·게임..."
https://kr.indeed.com//rc/clk?jk=5158175feb7b77e8&fccid=68e364879619bd0f&vjs=3,"경력사원 상시채용(웹/모바일 개발, 인프라/보안)",서울 대치동,,"서버/네트워크 인프라 지식 및 기술 보유자 [우대사항] -웹/앱/인프라 모의해킹 경험자 -프로그램(
Python,, C, JAVA) 보안 개발 및 시큐어 코딩 가능자 -End-point 보안 취약점 조치 가능자 -보안..."
https://kr.indeed.com//rc/clk?jk=403c866fc5f43cc3&fccid=a0e87e3780944019&vjs=3,DGIST 미래자동차융합연구센터 계약직 연구원 공개 초빙 공고,대구 현풍면,,"Dataset구축기술(Annotation Tool 개발 등) 우대 사항 - S/W개발능력, C,C++,
Python, Linux환경 능숙자 - 자율주행 및 ADAS관련 프로젝트 참여경력자 - Open Framework..."
https://kr.indeed.com//rc/clk?jk=d13fce11058e6cf1&fccid=32b9af632cf3b9f9&vjs=3,보안 모니터링 시스템 개발 및 운영 담당자 모집,성남 판교역,,"이터 분석을 위한 SIEM/ETL 플랫폼 개발/운영 지원자격 기본사항 경력 3년 이상 Java, 
Python 등의 언어로 개발 가능자 기본적인 웹 개발 및 Back-End 개발 가능자 DBMS 혹은 빅데이터(NoSQL..."
https://kr.indeed.com//rc/clk?jk=dbe3257e487e5814&fccid=a72d6e5a17d52b40&vjs=3,[AI/Lab] AI 백엔드 엔지니어 (전문연구요원 가능),서울,,"플랫폼 및 시스템 구축 이런 분을 찾습니다 주도적으로 문제를 찾고, 해결할 수 있는 능력을 보유하신 분 
Python 사용 경험이 있으신 분 다음 항목 중 두 가지 이상에 해당되는 분 AWS 혹은 GCP와 같은 클라우드 플랫폼..."
https://kr.indeed.com//rc/clk?jk=55a19c92c845685e&fccid=74d05cee5b52f133&vjs=3,Developer / Designer recruit,서울 논현동,,"language (i.e 
Python, Ruby, Java, .Net... High proficiency in 
Python... knowledge... least one 
Python web framework..."
https://kr.indeed.com//rc/clk?jk=27d7e0e6e1cd10f0&fccid=3b89b9ec324f96c8&vjs=3,Application Engineer - HAV,경기도 성남,,"C/C++ for IP verification Knowledge of scripting using Perl, 
Python, Makefile with UNIX... LINUX platforms Knowledge..."
https://kr.indeed.com//rc/clk?jk=b6d169aa029a45a6&fccid=7c9b5852f21bdea3&vjs=3,[강남/스타트업] 에이스랩 자율주행 엔지니어,서울 강남구,,"공학 등 관련학사혹은 상응하는 지식- 프로그래밍 능력 (C/C++, 
python, etc)자세한 업무 및 자격 요건은 자사 홈페이지에서 확인 00 명... 통신·모바일·게임>응용프로그래머>
Python|인터넷·IT·통신·모바일·게임..."
https://kr.indeed.com//rc/clk?jk=04d685fc70b67d4e&fccid=f29c2f5a0f8ffa9d&vjs=3,Linux/Python/PHP/MySQL/백엔드 정규직 경력,용인 보정동,,"보유 - DBMS(MySQL or MariaDB), scripting Language: bash, 
python, OOP 언어 중 가능자 - Back-End 서버를 개발해 보신 분 [우대사항] - Go(aka GoLang..."
https://kr.indeed.com//rc/clk?jk=f19b8cb8881146ea&fccid=a0e87e3780944019&vjs=3,DGIST-ETH 마이크로로봇연구센터 계약직 연구원 공개 초빙 공고,대구 현풍면,,"으신 분 우대 MATLAB, 
Python 등을 사용한 기본적인 프로그래... ANSYS 등) 모델 개발 우대 사항 MATLAB, 
Python 등을 사용한 기본적인 프로그래밍 경 험자 우대 Fluorescence..."
https://kr.indeed.com//rc/clk?jk=d83fc0dd2641f483&fccid=e34932b8232a173b&vjs=3,전문연구요원 (병역특례) 수시 (AI / SW 분야),성남 분당구,"연봉 40,000,000원 - 100,000,000원","요구 능력] - ASM/C/C++/
Python 언어 코딩 기술 - 운영체제... 경험 - Windows/Linux 상에서 C++/
Python 언어 사용 개발 경험 - C++ / 
Python 언어 사용 개발 경험 - 객체지향 설계에..."
https://kr.indeed.com//rc/clk?jk=5827e320d9e8fe58&fccid=ebcd554962f400ec&vjs=3,모빌리티시스템 매니저,제주도 제주,,"경험이 있는 분 • 유관 부서와의 원활한 소통을 위한 기본적인 JSON 관리/쿼리 작성 능력을 갖춘 분 • 
Python을 능숙하게 사용할 수 있는 분 • 대용량 / 실시간 데이터 처리 아키텍처 구축과 관련된 직간접적인 경험을..."
https://kr.indeed.com//rc/clk?jk=2b9e604e63e7e46d&fccid=b1f5de6cae96f6c2&vjs=3,[카카오커머스] 기술직군,성남 분당구,,"우대사항 - 전자금융 감독규정, PCIDSS에 대한 실무 경험이나 이해도가 높으신 분 - JAVA, 
Python, shell script 등 개발 역량을 갖추신 분 - 웹/앱 취약점 진단 및 모의해킹 역량을 갖추신..."
https://kr.indeed.com//rc/clk?jk=e9ab6f9fb526d8ba&fccid=63c2495181c91e81&vjs=3,SK D&D 하반기 각 부문별 경력직,경기도,,"경험자 - 데이터 기반 비즈니스 임팩트 창출 경험 - 데이터 관련 언어 및 프레임워크 사용 우수자 (
Python, R, SQL, Pandas, TensorFlow, Pytorch, Spark 등) - 통계학, 머신러닝..."
https://kr.indeed.com//rc/clk?jk=c1a4bc58f165f954&fccid=090c0f1b0bd6f63e&vjs=3,디지털 분야 직무별 경력사원 모집 공고,서울 서초동,,"API 연동 운영 경험 ⑤ Linux, 네트워크 기본 이해 ※ 
Python, Node.js 等 다양한 언어 개발능력 Public Cloud... 구축 경험, Shell, 
Python 등 스크립트언어 활용력 우대..."
https://kr.indeed.com//rc/clk?jk=05aa5498d84c58e1&fccid=ebcd554962f400ec&vjs=3,데이터 엔지니어(신입/경력),제주도 제주,,"있는 분 • 데이터 분석팀 및 유관 부서와의 원활한 소통을 위한 기본적인 쿼리 작성 능력을 갖춘 분 • 
Python 또는 Java, Scala, C++, C# 등의 언어를 최소 1개 이상 능숙하게 사용할 수 있는 분 • 대용..."
https://kr.indeed.com//rc/clk?jk=dbc10b797be07d7b&fccid=0b93459df47e6e96&vjs=3,"(python, C++) 반려 로봇 시스템 개발자",서울 성북구,"연봉 30,000,000원","단위 소프트웨어의 기능(센서 정보 통합, 모터 제어 등)을 명확하게 정리하고, 시스템에 통합 자격요건 - 
Python, C/C++ 활용이 가능한 분 - git (git flow)을 활용할 수 있는 분 - IoT 기기 연동..."
https://kr.indeed.com//rc/clk?jk=1d387e7ee0065eae&fccid=66f3256daa1d8c41&vjs=3,(화학대기업) IT기획,성남 분당구,,"JAVA|인터넷·IT·통신·모바일·게임>웹프로그래머>PHP |인터넷·IT·통신·모바일·게임>웹프로그래머>
Python|인터넷·IT·통신·모바일·게임>웹프로그래머>ASP.NET|인터넷·IT·통신·모바일·게임>웹프로그래머>VB.NET"
https://kr.indeed.com//rc/clk?jk=efbba2803e24d3e4&fccid=36c0440f057f0110&vjs=3,(주)대은계전 기업부설연구소 연구원 (신입가능),제주 제주시,,"ㆍ컴퓨터활용능력 우수, 차량소지자, 엑셀 고급능력자 인터넷·IT·통신·모바일·게임>데이터베이스·DBA>MySQL|인터넷·IT·통신·모바일·게임>웹프로그래머>
Python|인터넷·IT·통신·모바일·게임>응용프로그래머>Linux"
https://kr.indeed.com//rc/clk?jk=4698c0e2364b5576&fccid=6007d6f6e2003d79&vjs=3,[넥슨·엔씨소프트등] 자바·파이썬 응용SW 개발자 양성교육 · 동종업계 신입 초봉5천1,서울 구로구,,"통신·모바일·게임>응용프로그래머>
Python|인터넷·IT·통신·모바일·게임... 웹프로그래머>
Python|인터넷·IT·통신·모바일·게임>웹프로그래머>웹개발|인터넷·IT·통신·모바일·게임>빅데이터·AI(인공지능)>
Python|인터넷..."
https://kr.indeed.com//rc/clk?jk=4ade52bb05545770&fccid=8833461e3072c0d4&vjs=3,[전국렌터카공제조합] 신입 및 경력직,경기도,,"웹개발|인터넷·IT·통신·모바일·게임>웹프로그래머>JSP|인터넷·IT·통신·모바일·게임>웹프로그래머>
Python|인터넷·IT·통신·모바일·게임>응용프로그래머>iOS|인터넷·IT·통신·모바일·게임>응용프로그래머>Android..."
https://kr.indeed.com//rc/clk?jk=dfb20fa220f3c478&fccid=d1224297334bfd66&vjs=3,"빅데이터, 인공지능(AI) 외 신입/경력 인턴",대한민국,,"인공지능)>인공지능(AI)|인터넷·IT·통신·모바일·게임>빅데이터·AI(인공지능)>데이터분석|인터넷·IT·통신·모바일·게임>빅데이터·AI(인공지능)>
Python|인터넷·IT·통신·모바일·게임>빅데이터·AI(인공지능)>딥러닝"
https://kr.indeed.com//rc/clk?jk=48503549ae54060e&fccid=3144f7f2a9e3c20a&vjs=3,빅데이터 분야 인재,제주 제주시,"월급 2,300,000원","통신·모바일·게임>빅데이터·AI(인공지능)>챗봇|인터넷·IT·통신·모바일·게임>빅데이터·AI(인공지능)>
Python|인터넷·IT·통신·모바일·게임>웹기획·웹마케팅·PM>웹기획|인터넷·IT·통신·모바일·게임>웹기획·웹마케팅..."
https://kr.indeed.com//rc/clk?jk=bfe0f5ac4f32ec89&fccid=32b9af632cf3b9f9&vjs=3,추천 통계분석/데이터사이언티스트,성남 판교역,,"통계, 수학 관련 분야의 석사 또는 박사 학위 소지자 숙련된 데이터분석 능력 데이터 사이언스를 위한 언어(
Python/R) 를 하나 이상 능숙하게 다룰 수 있으신 분 분석 결과를 설득력있게 전달할 수 있는 분 우대사항..."
https://kr.indeed.com//rc/clk?jk=94d2429fcb791b3d&fccid=6da356a600313e24&vjs=3,[법무법인(유) 율촌] 로펌 경영정보팀,서울 강남구,,"- 신입~3년 경력자 - SQL을 통한 데이터 추출, 분석이 가능하거나 
Python, R 등의 분석 도구를 활용한 프로그래밍이 가능한 분 - 데이터 분석... 통신·모바일·게임>웹프로그래머>
Python|인터넷·IT·통신·모바일·게임..."
https://kr.indeed.com//rc/clk?jk=55584c627df1acaa&fccid=ebcd554962f400ec&vjs=3,데이터 분석가/사이언티스트(신입/인턴 가능),제주도 제주,,"Sheet) 등 데이터 분석 도구를 원활히 다루시거나, 앞으로 원활히 다루고자 하는 의지가 높으신 분 • 
Python, R 등의 프로그래밍 언어 혹은 데이터 분석 언어를 1개 이상 능숙하게 사용 가능하신 분 전형절차 서류..."
https://kr.indeed.com//rc/clk?jk=61c3e3d37ef5d337&fccid=c601b80d5d2511f1&vjs=3,빅데이터(IT) 엔지니어 경력직 채용공고,대한민국,,"Common Data Model 관련 프로젝트 경험자 우대 라. NoSQL, Oracle, Sybase, R, 
Python 가능자 우대 마. 서버관리/정보보안, 텍스트마이닝 경험자 우대 - 담당업무 가. 데이터 레이크/데이..."
https://kr.indeed.com//rc/clk?jk=ac9068957c550cb3&fccid=32b9af632cf3b9f9&vjs=3,데이터 전문가(모델러/분석가/엔지니어) 모집,성남 판교역,,"대용량 데이터를 효율적으로 사용하기 위한 기반 데이터 가공 지원자격 데이터 사이언스를 위한 언어(R/
Python/Scala) 및 도구(scikit-learn/Spark MLlib/Tensorflow/Pytorch 등)를..."
https://kr.indeed.com//rc/clk?jk=61b0c0fde5bb6acc&fccid=683f563b5cc25b70&vjs=3,"Analyst, Data Science",서울,,"experience is added advantage Preferably candidates with SPSS, R, 
Python or other Statistical packages experience Familiar MS..."
https://kr.indeed.com//rc/clk?jk=f1b88a032cf47dfc&fccid=d577e7515229d46f&vjs=3,웹솔루션 개발 사원 (JAVA/Python),서울 구로구,,"사원 채용 (JAVA/
Python) 모집부문 및 자격요건 모집부문 공통 자격요건 자격요건 인원 웹솔루션 개발자 채용 (JAVA/
Python) ㆍ학력... javascript, jquery), 
Python 언어 사용 가능한 Web..."
https://kr.indeed.com//rc/clk?jk=7df915e1f0f86b2d&fccid=e34932b8232a173b&vjs=3,Software Architecture 설계 엔지니어,성남 분당구,"연봉 40,000,000원 - 100,000,000원","경험 - Windows/Linux 상에서 C++/
Python 언어 사용 개발 경험 - C++ / 
Python 언어 사용 개발 경험 - 객체지향 설계에... 게임>빅데이터·AI(인공지능)>
Python|인터넷·IT·통신·모바일·게임..."
https://kr.indeed.com//rc/clk?jk=78e99625e5de3c95&fccid=e34932b8232a173b&vjs=3,전문연구요원 (병역특례) 수시 (AI / HW 분야),성남 분당구,"연봉 40,000,000원 - 100,000,000원","모델의 RTL IP 설계 및 IP 검증 가능자 - Language: 
Python/Perl, C/C++ [우대 조건] - ARM based SoC 설계... Linux, shell, tcl, 
python, perl 사용 원활..."
https://kr.indeed.com//rc/clk?jk=387c6b57b19a4825&fccid=32b9af632cf3b9f9&vjs=3,[다음포털] 카카오 콘텐츠 데이터(엔지니어/사이언티스트/모델러) 모집,대한민국,,"및 인사이트 도출 모델 평가를 위한 평가 지표 개발 지원자격 팀 커뮤니케이션이 원활하신 분 R, 
Python으로 능숙한 프로그래밍이 가능하신 분 TensorFlow/Keras, PyTorch, sklearn, Spark..."
https://kr.indeed.com//rc/clk?jk=93e2d032416e273f&fccid=bed4aa505263266f&vjs=3,Software Engineer - WMS 신규 개발 및 유지보수,서울 강남구,"연봉 30,000,000원 - 60,000,000원","및 시스템 유지보수3. 자격요건- 
Python 기반 웹 애플리케이션 개발에... 론트엔드 프레임워크로 웹 어플리케이션을 개발해보신 경험이 있으신 분- 
Python, PHP 이외에 Java, Ruby, Node.js 등 다른 백엔드..."
https://kr.indeed.com//rc/clk?jk=a38c881248da7e5e&fccid=5a55c77140927a52&vjs=3,[취업연계] 파이썬 활용 빅데이터 분석 전문가 양성과정 훈련생,서울 금천구,,"게임>빅데이터·AI(인공지능)>
Python|인터넷·IT·통신·모바일·게임... 응용프로그래머>
Python|인터넷·IT·통신·모바일·게임>웹프로그래머>JAVA|인터넷·IT·통신·모바일·게임>웹프로그래머>
Python|전자·기계·기술..."
https://kr.indeed.com//rc/clk?jk=b86da88c2546f564&fccid=a5b4499d9e91a5c6&vjs=3,"Software Engineer, University Graduate",서울,,"languages, including... limited to: Java, C/C++, 
Python, JavaScript, or Go. Experience working with one or more from..."
https://kr.indeed.com//rc/clk?jk=d5f2f2df4f605b94&fccid=071ef5e261747b4b&vjs=3,2021년 금융 Data Scientist 컨설턴트,서울 종로구,,"ML 등) 또는 오픈 소프(
Python, R 등)을 활용한 데이터 분석 및... 패키지(SAS, SPSS, ML Package 등) 또는 오픈 소스(
Python, R 등)를 활용한 데이터 분석 및 모형개발 프로젝트 경험자 우대..."
https://kr.indeed.com//rc/clk?jk=864be0963e8989bd&fccid=8c0c74f377e5a7b6&vjs=3,"소프트웨어, Python 경력 정규직",서울 강남구,,"자유롭게 연락을 주시면 더 자세한 정보를 드리도록 하겠습니다. Job description은 인터넷·IT·통신·모바일·게임>소프트웨어·하드웨어>소프트웨어|인터넷·IT·통신·모바일·게임>빅데이터·AI(인공지능)>
Python"
https://kr.indeed.com//rc/clk?jk=2f10405c3308e959&fccid=74896c165d0154d6&vjs=3,2021년 전문직(데이터 분석전문가),경상북도 김천,,"게임>빅데이터·AI(인공지능)>
Python|인터넷·IT·통신·모바일·게임... 게임>응용프로그래머>인공지능(AI)|인터넷·IT·통신·모바일·게임>응용프로그래머>
Python|인터넷·IT·통신·모바일·게임>웹프로그래머>
Python"
https://kr.indeed.com//rc/clk?jk=71c47ac87bb4087e&fccid=230e414668234579&vjs=3,기술 인턴 인공지능 응용 연구/개발 인턴,서울 관악구,,"6개월) (협의) *모집 절차: 서류 à인터뷰(오프라인) *지원 자격: 프로그래밍 언어 활용 능력: 
Python, C, C++ 중 1가지 이상 데이터구조, 알고리즘 과목 이수 머신러닝과 딥러닝의 기본 개념 이해 머신러닝..."
https://kr.indeed.com//rc/clk?jk=18b288e9021d899f&fccid=f85375bceacb7147&vjs=3,NAVER IDC 서버 운영/관리,춘천 동면,,"Web, WAS에 대한 지식과 System application 운영 경험 - Shell script, 
python 활용 가능 - 해외 데이터센터 인프라 구축 또는 운영 경험 - 국가보훈대상자 및 장애인은 법령에 의거 우대..."
https://kr.indeed.com//rc/clk?jk=9acc17c535b42959&fccid=a72ebaf825acf7af&vjs=3,2021년 (신입) 전문연구요원 모집,성남 판교역,,"병역특례 전문연구요원 - 
Python/C++/Java/C# 개발 경험... 유연한 사고와 원활한 커뮤니케이션 능력 우대 - C/C++, 
Python 등 개발 숙련자 우대 공통지원자격(필수) - 해당 분야 석사 이상..."
https://kr.indeed.com//rc/clk?jk=34f22fafb415ec3c&fccid=35209469e1b8c72c&vjs=3,Data Analyst,서울 영등포구,,"가지신 분 Business Intelligence 시스템 및 비즈니스 리포팅 툴의 활용 능력 프로그래밍 언어(
Python/R, etc)를 활용하여 데이터 분석이 가능하신 분 더 나은 데이터 기반 서비스를 만들기 위해 동료들과..."
https://kr.indeed.com//rc/clk?jk=44f16e94e3e6b589&fccid=86e9be6ce380173e&vjs=3,"Staff Software Engineer, Maps & Navigation, Seoul, Korea",서울,,"industry Fluency in English Proficient in one of C++, 
Python Experience writing and shipping customer-facing code High..."
https://kr.indeed.com//rc/clk?jk=ecd0fe8ed259124a&fccid=456ef4b951cbdc8e&vjs=3,SK 브로드밴드 Biz Analyst 분야 경력사원,서울특별시,,"빅데이터 등 관련 전공자 경력 - 데이터 분석 지식 및 분석 Tool 사용가능자 (SQL, R, 
Python 등) *필수사항 - Data기반 분석 Insight 도출 및 현업 Communication 에 대한 경험..."
https://kr.indeed.com//rc/clk?jk=64e8a0d36e790764&fccid=9702ca14c9a11940&vjs=3,ASIC 디지털 로직설계 연계형 인턴,서울 서초구,,"설계 경험 - FPGA 기반의 Hardware 검증경험 - UVM 활용 역량 보유 - 스크립트 언어(
Python, Shell script, etc)를 활용한 automation 역량보유 함께하고 싶은 사람 - 새로운 것을..."
https://kr.indeed.com//rc/clk?jk=72859ab8ad9a7cd0&fccid=106c9d3ee396aa9b&vjs=3,글로벌 ICT전문가 양성과정 6기 참가자,대전 중구,,"통신·모바일·게임>빅데이터·AI(인공지능)>데이터분석|인터넷·IT·통신·모바일·게임>빅데이터·AI(인공지능)>
Python|인터넷·IT·통신·모바일·게임>빅데이터·AI(인공지능)>머신러닝|인터넷·IT·통신·모바일·게임>빅데이터..."
https://kr.indeed.com//rc/clk?jk=ded8bcea22397699&fccid=0bed8e17bc113980&vjs=3,[Janssen] Data Scientist,서울,,"Expertise in one or more programming languages... R, 
Python or SAS. • Knowledge of relational database architecture..."
https://kr.indeed.com//rc/clk?jk=3330430ae94277db&fccid=ebcd554962f400ec&vjs=3,[타다]데이터 분석가/사이언티스트,제주도 제주,,"통계에 대한 지식 및 머신러닝에 대한 지식을 보유하고 있으며, 데이터 분석 실무 경험이 풍부하신 분 • R, 
Python(Pandas, Numpy, Scikit-learn) 등의 데이터 분석을 위한 언어를 1개 이상 능숙하게..."
https://kr.indeed.com//rc/clk?jk=5e7e4d7e2d4f11d2&fccid=ae7b6a6d5fba207b&vjs=3,[전액무료] 뉴딜인턴연계과정 정보보호 인재양성과정 교육생,서울,,"로그래머>백엔드|인터넷·IT·통신·모바일·게임>웹프로그래머>프론트엔드|인터넷·IT·통신·모바일·게임>웹프로그래머>
Python|인터넷·IT·통신·모바일·게임>웹프로그래머>ASP.NET|인터넷·IT·통신·모바일·게임>웹프로그래머..."
https://kr.indeed.com//rc/clk?jk=0064deb5fa9cbce0&fccid=32b9af632cf3b9f9&vjs=3,데이터 사이언티스트 모집,성남 판교역,,"양한 실험을 통해 알고리즘을 개선합니다. 지원자격 지원자격 하나 이상의 프로그래밍 언어에 익숙한 분(
Python, Java, C/C++, Scala 등) 머신러닝/딥러닝 오픈소스를 이용하여 1년 이상 특정 서비스에 모델..."
